stationcode,sampledate,evaluator,channeltype,bottom,bottomcomments,rightsideofstructure,rightsidecomments,leftsideofstructure,leftsidecomments,masterid,smc_lu,latitude,longitude,huc,class_do,class_do_f
SMC09118,2013-05-22T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC09118,Urban,33.80876,-117.86259,801,Soft bottom-2 hard sides,3
SMC09162,2011-08-01T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC09162,Urban,32.84087,-116.70988,909,Natural,0
SMC09174,2012-07-13T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC09174,Urban,32.83971,-117.002,907,Natural,0
SMC09286,2010-06-09T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC09286,Urban,32.78194,-117.11419,907,Soft bottom-0 hard sides,1
SMC09325,2012-06-21T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC09325,Agricultural,33.56252,-117.12886,902,Natural,0
SMC09534,2018-07-10T07:00:00Z,Karin Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC09534,Urban,33.83832,-118.09487,405,Hard bottom,4
SMC09564,2010-07-12T07:00:00Z,Damon Owen,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC09564,Urban,34.4322,-118.59397,403,Soft bottom-0 hard sides,1
SMC10189,2010-06-24T07:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC10189,Urban,33.95788,-117.30685,801,Soft bottom-0 hard sides,1
SMC10198,2012-07-13T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC10198,Urban,32.82185,-116.97619,907,Hard bottom,4
SMC10685,2010-07-01T07:00:00Z,A. Suter,Engineered,Soft,NA,Hard,NA,Soft,NA,SMC10685,Urban,34.01879,-117.36873,801,Soft bottom-1 hard side,2
SMC10756,2013-06-26T07:00:00Z,B.Jones,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC10756,Agricultural,34.42358,-118.93024,403,Hard bottom,4
SMC11181,2011-06-21T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC11181,Urban,33.88882,-117.50296,801,Hard bottom,4
SMC11343,2012-06-04T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Hard,NA,SMC11343,Urban,34.3728,-119.30859,402,Soft bottom-1 hard side,2
SMC11384,2011-06-28T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC11384,Open,34.09552,-118.66521,404,Natural,0
SMC11581,2009-06-29T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC11581,Agricultural,33.95246,-117.60611,801,Hard bottom,4
SMC11593,2012-06-21T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC11593,Agricultural,33.4646,-117.27796,902,Natural,0
SMC11727,2010-06-09T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC11727,Agricultural,34.47857,-119.29339,402,Natural,0
SMC12246,2013-07-25T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC12246,Urban,32.83982,-117.04284,907,Natural,0
SMC12814,2011-07-22T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC12814,Open,34.04892,-118.84641,404,Natural,0
SMC12862,2019-07-22T07:00:00Z,A. Wallengren,Engineered,Hard,,Hard,,Hard,,SMC12862,Urban,33.92148,-118.11149,405,Hard bottom,4
SMC13062,2013-07-23T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC13062,Urban,32.7755,-117.19557,906,Hard bottom,4
SMC13076,2012-06-28T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC13076,Open,34.06634,-118.93189,404,Natural,0
SMC13187,2013-06-04T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC13187,Urban,33.67808,-117.80245,801,Soft bottom-0 hard sides,1
SMC13214,2013-05-22T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,areas of earthen,Hard,areas of earthen,SMC13214,Urban,33.80453,-117.87242,801,Soft bottom-2 hard sides,3
SMC13391,2012-06-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC13391,Urban,34.41791,-119.26998,402,Natural,0
SMC13402,2013-07-18T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC13402,Open,32.81507,-116.56542,911,Natural,0
SMC13599,2012-06-04T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC13599,Open,34.49889,-119.34172,402,Natural,0
SMC13630,2020-07-08T07:00:00Z,K. Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC13630,Urban,33.86119,-118.10351,405,Hard bottom,4
SMC14099,2013-06-13T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC14099,Urban,33.62772,-117.73558,801,Soft bottom-0 hard sides,1
SMC15464,2012-06-15T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC15464,Open,34.09652,-118.66777,404,Natural,0
SMC15677,2009-06-29T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC15677,Agricultural,33.95445,-117.60439,801,Hard bottom,4
SMC15678,2021-07-15T07:00:00Z,S. Johnson,Engineered,Hard,,Hard,,Hard,,SMC15678,Urban,33.80989,-118.09075,405,Hard bottom,4
SMC16045,2012-06-28T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC16045,Urban,33.8819,-117.52249,801,Hard bottom,4
SMC16169,2015-06-16T07:00:00Z,Marty Lewis,Natural,NA,NA,NA,NA,NA,NA,SMC16169,Open,33.74655,-117.59351,801,Natural,0
SMC16266,2011-08-01T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC16266,Urban,32.81855,-116.75313,909,Natural,0
SMC16446,2012-06-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC16446,Urban,34.41319,-119.27282,402,Natural,0
SMC16832,2018-07-10T07:00:00Z,Karin Wisenbaker,Engineered,Hard,,Hard,,Hard,,SMC16832,Urban,33.88444,-118.10855,405,Hard bottom,4
SMC16892,2012-06-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC16892,Agricultural,34.41043,-118.66107,403,Natural,0
SMC16980,2011-07-06T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC16980,Agricultural,34.43268,-119.24974,402,Natural,0
SMC17056,2014-06-20T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC17056,Urban,34.4263,-118.5779,403,Natural,0
SMC17378,2012-06-27T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC17378,Agricultural,34.40267,-118.68412,403,Natural,0
SMC17432,2021-07-21T07:00:00Z,S. Johnson,Engineered,Hard,,Hard,,Hard,,SMC17432,Urban,33.84435,-118.09802,405,Hard bottom,4
SMC17692,2013-06-12T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC17692,Agricultural,34.41887,-118.63264,403,Natural,0
SMC17918,2013-07-25T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC17918,Urban,32.66304,-117.03172000000001,909,Natural,0
SMC18046,2013-06-24T07:00:00Z,B.Jones,Engineered,Soft,NA,Hard,half of reach grouted rock other half earthen,Soft,NA,SMC18046,Agricultural,34.42227,-119.26442,402,Soft bottom-1 hard side,2
SMC18116,2012-06-28T07:00:00Z,Damon Owen,Engineered,Hard,Concrete,Hard,NA,Hard,NA,SMC18116,Urban,34.1569,-118.79048,404,Hard bottom,4
801S18169,2022-04-29T07:00:00Z,A. Furler,Engineered,Soft,,Hard,,Hard,,SMC18169,Urban,33.89175,-117.57191,801,Soft bottom-2 hard sides,3
SMC18545,2013-06-25T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC18545,Open,34.48452,-119.30834,402,Natural,0
SMC18656,2013-06-12T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC18656,Urban,34.47128,-118.53166,403,Hard bottom,4
SMC19228,2012-07-16T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC19228,Agricultural,32.66405,-116.98501,909,Natural,0
SMC19466,2013-06-17T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC19466,Urban,34.14883,-118.7575,404,Natural,0
SMC19552,2013-07-15T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC19552,Urban,32.83965,-117.02366,907,Natural,0
SMC19669,2013-06-12T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC19669,Urban,33.57159,-117.16106,902,Natural,0
SMC19697,2013-06-24T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC19697,Urban,34.34807,-119.30096,402,Natural,0
SMC19809,2013-06-25T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC19809,Open,34.50141,-119.3531,402,Natural,0
SMC19945,2013-06-25T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC19945,Open,34.50486,-119.28186,402,Natural,0
SMC20032,2019-07-22T07:00:00Z,A. Wallengren,Engineered,Hard,,Hard,,Hard,,SMC20032,Urban,33.87664,-118.10774,405,Hard bottom,4
SMC20092,2013-06-13T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC20092,Agricultural,34.4141,-118.65608,403,Natural,0
SMC20497,2013-07-16T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC20497,Urban,34.31227,-119.29853,402,Natural,0
SMC20994,2013-06-17T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC20994,Urban,34.03639,-118.51129,404,Hard bottom,4
SMC21069,2013-06-11T07:00:00Z,A. Suter,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC21069,Urban,33.59686,-117.12403,902,Soft bottom-0 hard sides,1
SMC21371,2011-06-20T07:00:00Z,A. Suter,Engineered,Soft,NA,Soft,Concrete in one transect,Soft,NA,SMC21371,Urban,33.8945,-117.57861,801,Soft bottom-0 hard sides,1
SMC21382,2013-06-13T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC21382,Agricultural,34.40663,-118.6694,403,Natural,0
SMC21796,2013-06-14T07:00:00Z,Damon Owen,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC21796,Urban,33.99108,-118.40916,404,Hard bottom,4
SMC21822,2010-06-21T07:00:00Z,B.Jones,Engineered,Soft,NA,Soft,NA,Hard,15 m engineered section; rest of reach Earthen with vegetation,SMC21822,Urban,33.87234,-117.70876,801,Soft bottom-1 hard side,2
SMC21921,2013-06-13T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC21921,Urban,33.8878,-117.50574,801,Hard bottom,4
SMC22521,2013-06-13T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC22521,Urban,33.87789,-117.54048,801,Hard bottom,4
SMC23495,2013-07-16T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC23495,Urban,32.83382,-116.72302,909,Natural,0
SMC23977,2022-05-12T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,SMC23977,Open,33.45324,-117.19862,902,Natural,0
SMC24222,2010-06-21T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC24222,Urban,33.87151,-117.71724,801,Natural,0
SMC24921,2012-06-28T07:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMC24921,Urban,33.87828,-117.55361,801,Hard bottom,4
SMC26288,2009-05-12T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC26288,Agricultural,33.77432,-117.69453,801,Natural,0
SMC26694,2013-07-16T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC26694,Urban,32.8377,-116.71706,909,Natural,0
SMC29064,2012-06-25T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC29064,Open,33.79564,-116.7426,802,Natural,0
SMC32718,2010-06-03T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC32718,Agricultural,32.88458,-116.82232,907,Natural,0
SMC32897,2014-05-15T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,SMC32897,Agricultural,33.86921,-117.21318,802,Soft bottom-2 hard sides,3
SMC33179,2013-06-11T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC33179,Open,33.47313,-117.14351,902,Natural,0
SMC34888,2010-06-24T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC34888,Agricultural,33.77386,-117.68432,801,Natural,0
SMC35697,2010-06-10T07:00:00Z,B.Jones,Natural,NA,NA,NA,NA,NA,NA,SMC35697,Urban,34.35404,-119.30981,402,Natural,0
SMC35837,2012-06-25T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC35837,Open,33.7364,-116.8261,802,Natural,0
SMC37632,2013-07-31T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,SMC37632,Agricultural,32.67201,-116.99925,909,Natural,0
SMCR8_180,1950-01-01T08:00:00Z,Karin Wisenbaker,Engineered,Soft,NA,Soft,NA,Soft,NA,SMC38853,Urban,33.67175192,-117.7871061,801,Soft bottom-0 hard sides,1
SMC40887,2013-06-12T07:00:00Z,A. Suter,Natural,NA,NA,NA,NA,NA,NA,SMC40887,Open,33.76317,-117.46378,801,Natural,0
SMCR8_085,1950-01-01T08:00:00Z,A. Suter,Engineered,Hard,NA,Hard,NA,Hard,NA,SMCR8_085,Urban,34.04953875,-117.2326774,801,Hard bottom,4
